CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
20971,MR.,PRESTON,SURI,03-10-1937,S,M,preston0@adventure-works.com,"10,000",2,Bachelors,Clerical,Y
24932,MR.,RICHARD,JONES,03-10-1937,M,M,richard43@adventure-works.com,"40,000",4,High School,Professional,Y
13150,MRS.,LACEY,YANG,06-10-1937,S,F,lacey17@adventure-works.com,"30,000",2,Partial College,Clerical,Y
23062,MRS.,NATALIE,REED,09-10-1937,M,F,natalie4@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
29333,MRS.,ABBY,MARTINEZ,09-10-1937,S,F,abby15@adventure-works.com,"40,000",2,Bachelors,Management,N
14550,MRS.,KRISTY,VAZQUEZ,04-11-1937,M,F,kristy13@adventure-works.com,"10,000",2,Bachelors,Clerical,Y
29332,MRS.,SHAWNA,GOEL,08-11-1937,S,F,shawna18@adventure-works.com,"30,000",2,Partial College,Clerical,N
15997,MRS.,MELISSA,JENKINS,09-11-1937,M,F,melissa1@adventure-works.com,"70,000",4,Graduate Degree,Management,Y
13486,MRS.,REBEKAH,GOMEZ,07-12-1937,S,F,rebekah21@adventure-works.com,"1,30,000",2,Bachelors,Management,N
18434,MR.,CLAYTON,STONE,02-01-1938,M,M,clayton22@adventure-works.com,"80,000",4,Graduate Degree,Management,Y
22131,MRS.,JESSICA,COOK,07-01-1938,M,F,jessica5@adventure-works.com,"70,000",5,Graduate Degree,Management,Y
12204,MR.,BRADLEY,JAI,02-02-1938,M,M,bradley13@adventure-works.com,"1,20,000",2,Graduate Degree,Management,Y
12554,MR.,BARRY,RODRIGUEZ,03-02-1938,M,M,barry19@adventure-works.com,"30,000",1,Graduate Degree,Clerical,Y
27383,MR.,JAY,HERNANDEZ,03-02-1938,S,M,jay33@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
19729,MRS.,NICOLE,PATTERSON,05-02-1938,M,F,nicole59@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
16903,MR.,IAN,WRIGHT,08-02-1938,S,M,ian26@adventure-works.com,"1,10,000",2,Graduate Degree,Management,Y
27733,MR.,RONALD,SUBRAM,08-02-1938,S,M,ronald15@adventure-works.com,"40,000",2,Bachelors,Management,Y
12205,MRS.,MADISON,LONG,10-02-1938,S,F,madison45@adventure-works.com,"1,30,000",2,Bachelors,Management,N
28000,MRS.,REBECCA,ROBERTS,04-03-1938,S,F,rebecca6@adventure-works.com,"60,000",3,Graduate Degree,Management,N
17897,MR.,DARRELL,KUMAR,05-03-1938,S,M,darrell16@adventure-works.com,"10,000",2,Bachelors,Clerical,Y
13325,MR.,MARCUS,WRIGHT,01-04-1938,M,M,marcus30@adventure-works.com,"90,000",5,Bachelors,Management,N
27851,MRS.,DIANA,MARTIN,01-04-1938,M,F,diana0@adventure-works.com,"20,000",1,Bachelors,Clerical,N
23067,MRS.,KELLI,PAL,02-04-1938,M,F,kelli35@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
17471,MRS.,GRACE,JAMES,11-04-1938,S,F,grace43@adventure-works.com,"80,000",4,Graduate Degree,Management,Y
23670,MRS.,MYA,HENDERSON,12-05-1938,M,F,mya7@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
12203,MR.,ZACHARY,HUGHES,03-06-1938,M,M,zachary10@adventure-works.com,"1,20,000",2,Graduate Degree,Management,Y
12201,MRS.,MINDY,YUAN,08-06-1938,M,F,mindy11@adventure-works.com,"1,00,000",2,Graduate Degree,Management,Y
16733,MR.,DOUGLAS,SRINI,09-06-1938,M,M,douglas12@adventure-works.com,"40,000",2,Bachelors,Management,Y
25262,MR.,ANDRE,CHANDRA,09-06-1938,M,M,andre2@adventure-works.com,"40,000",2,Bachelors,Management,N
25839,MR.,CONNOR,POWELL,09-06-1938,M,M,connor5@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
17346,MR.,EDGAR,LOPEZ,02-07-1938,M,M,edgar17@adventure-works.com,"30,000",2,Partial College,Clerical,N
22128,MRS.,MELISSA,PERRY,04-07-1938,M,F,melissa2@adventure-works.com,"70,000",4,Graduate Degree,Management,Y
16944,MR.,ALEJANDRO,RAJI,05-07-1938,S,M,alejandro46@adventure-works.com,"20,000",1,Bachelors,Clerical,Y
20381,MR.,BLAKE,BENNETT,06-07-1938,M,M,blake49@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
16005,MR.,JORDAN,HILL,10-07-1938,S,M,jordan67@adventure-works.com,"90,000",5,Bachelors,Management,Y
16902,MR.,SHAWN,SHE,10-07-1938,S,M,shawn2@adventure-works.com,"90,000",5,Bachelors,Management,Y
18325,MRS.,COLLEEN,XU,10-07-1938,M,F,colleen12@adventure-works.com,"40,000",2,Bachelors,Management,Y
18432,MRS.,JORDAN,LOPEZ,04-08-1938,M,F,jordan50@adventure-works.com,"70,000",5,Graduate Degree,Management,Y
11321,MR.,TERRANCE,RAMAN,07-08-1938,M,M,terrance9@adventure-works.com,"90,000",5,Bachelors,Management,Y
22129,MRS.,CHLOE,HALL,12-08-1938,M,F,chloe33@adventure-works.com,"70,000",4,Graduate Degree,Management,Y
24935,MR.,JAMES,HAYES,05-09-1938,S,M,james38@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
26910,MRS.,KRISTINA,KOVAR,05-09-1938,S,F,kristina4@adventure-works.com,"30,000",1,Graduate Degree,Clerical,Y
11139,MRS.,TANYA,MORENO,11-09-1938,S,F,tanya2@adventure-works.com,"30,000",2,Partial College,Clerical,N
22127,MR.,MARCUS,THOMPSON,11-09-1938,M,M,marcus16@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
21343,MR.,COLIN,ZENG,02-10-1938,M,M,colin22@adventure-works.com,"70,000",5,Graduate Degree,Management,Y
16905,MRS.,JANET,STEWART,04-10-1938,M,F,janet31@adventure-works.com,"1,30,000",2,Bachelors,Management,Y
26182,MRS.,BRITTNEY,LIANG,04-10-1938,S,F,brittney15@adventure-works.com,"30,000",2,Partial College,Clerical,N
13327,MRS.,ISABELLE,RUSSELL,07-11-1938,M,F,isabelle18@adventure-works.com,"1,70,000",1,Graduate Degree,Management,Y
16904,MRS.,ARIANNA,BAILEY,07-11-1938,M,F,arianna38@adventure-works.com,"1,10,000",2,Graduate Degree,Management,Y
21345,MRS.,KRISTINA,MARTINEZ,07-11-1938,M,F,kristina18@adventure-works.com,"80,000",4,Graduate Degree,Management,Y
23563,MR.,KURT,CHAVEZ,08-11-1938,M,M,kurt15@adventure-works.com,"40,000",2,Bachelors,Management,Y
14502,MRS.,KATELYN,WRIGHT,09-11-1938,M,F,katelyn44@adventure-works.com,"90,000",5,Bachelors,Management,Y
17719,,VINCENT,GAO,09-11-1938,M,NA,vincent14@adventure-works.com,"10,000",2,Bachelors,Clerical,Y
16059,MR.,JÉSUS,CARLSON,10-11-1938,M,M,jésus17@adventure-works.com,"20,000",1,Bachelors,Clerical,Y
19728,MR.,WYATT,EDWARDS,10-11-1938,M,M,wyatt47@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
16906,MRS.,BRITTANY,FLORES,08-12-1938,M,F,brittany11@adventure-works.com,"1,70,000",1,Graduate Degree,Management,Y
23562,MR.,WARREN,LUO,08-12-1938,S,M,warren14@adventure-works.com,"30,000",2,Partial College,Clerical,N
12552,MR.,BRUCE,TORRES,09-12-1938,M,M,bruce33@adventure-works.com,"20,000",1,Bachelors,Clerical,Y
20282,MRS.,TRISHA,XU,01-01-1939,S,F,trisha7@adventure-works.com,"40,000",2,Bachelors,Management,Y
24631,MRS.,HANNAH,POWELL,01-01-1939,S,F,hannah31@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
16007,MRS.,JANELLE,GONZALEZ,10-01-1939,M,F,janelle15@adventure-works.com,"90,000",5,Bachelors,Management,Y
12555,MR.,EDGAR,MALHOTRA,02-02-1939,M,M,edgar5@adventure-works.com,"10,000",2,Bachelors,Clerical,Y
16908,MRS.,KRISTI,PATEL,06-02-1939,S,F,kristi19@adventure-works.com,"80,000",4,Graduate Degree,Management,Y
11325,MR.,ELIJAH,ROSS,07-02-1939,S,M,elijah7@adventure-works.com,"90,000",5,Bachelors,Management,Y
21255,MRS.,MARTHA,LU,09-02-1939,M,F,martha11@adventure-works.com,"60,000",2,Graduate Degree,Management,Y
21346,MR.,CHRISTIAN,RODRIGUEZ,09-02-1939,M,M,christian39@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
13330,MRS.,MARIA,PATTERSON,11-02-1939,M,F,maria33@adventure-works.com,"1,00,000",2,Graduate Degree,Management,Y
25269,MRS.,TABITHA,MARTIN,04-03-1939,S,F,tabitha19@adventure-works.com,"60,000",2,Graduate Degree,Management,Y
23570,MRS.,DEANNA,ROMERO,08-03-1939,M,F,deanna35@adventure-works.com,"40,000",2,Bachelors,Management,N
15414,MR.,ISAAC,RICHARDSON,09-03-1939,M,M,isaac9@adventure-works.com,"1,10,000",2,Graduate Degree,Management,Y
16738,MR.,RAMON,LU,09-03-1939,M,M,ramon11@adventure-works.com,"30,000",2,Partial College,Clerical,N
20383,MR.,RICHARD,HERNANDEZ,09-03-1939,S,M,richard20@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
22029,MRS.,LAURA,GAO,11-03-1939,M,F,laura20@adventure-works.com,"40,000",2,Bachelors,Management,Y
26458,MR.,RYAN,MOORE,07-04-1939,M,M,ryan47@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
11147,MR.,ERNEST,WU,02-05-1939,M,M,ernest6@adventure-works.com,"60,000",2,Graduate Degree,Management,Y
23671,MR.,FERNANDO,THOMAS,02-05-1939,M,M,fernando10@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
13329,MR.,JAKE,WANG,03-05-1939,M,M,jake1@adventure-works.com,"90,000",5,Bachelors,Management,Y
26456,MR.,XAVIER,PETERSON,04-05-1939,S,M,xavier71@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
28348,MRS.,NICHOLE,JAI,04-05-1939,S,F,nichole11@adventure-works.com,"40,000",2,Bachelors,Management,Y
13491,MRS.,NATALIE,HOWARD,06-05-1939,M,F,natalie14@adventure-works.com,"1,20,000",2,Graduate Degree,Management,Y
11351,MRS.,ANNE,RAMOS,04-06-1939,S,F,anne19@adventure-works.com,"20,000",1,Bachelors,Clerical,Y
24939,MRS.,ELIZABETH,BARNES,05-06-1939,S,F,elizabeth32@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
18874,MRS.,JULIA,GREEN,05-07-1939,M,F,julia11@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
23569,MRS.,VANESSA,PRICE,05-07-1939,S,F,vanessa1@adventure-works.com,"30,000",2,Partial College,Clerical,N
26913,MR.,HAROLD,LOPEZ,05-07-1939,M,M,harold14@adventure-works.com,"20,000",1,Bachelors,Clerical,Y
17473,MRS.,EBONY,BLANCO,07-07-1939,M,F,ebony37@adventure-works.com,"60,000",3,Graduate Degree,Management,N
28974,MRS.,KELLY,HAYES,10-07-1939,S,F,kelly27@adventure-works.com,"60,000",3,Graduate Degree,Management,N
18330,MRS.,KELLIE,DIAZ,03-08-1939,S,F,kellie3@adventure-works.com,"60,000",2,Graduate Degree,Management,Y
23673,MRS.,KAYLA,MILLER,03-08-1939,M,F,kayla6@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
19260,MRS.,LATOYA,SHARMA,07-08-1939,S,F,latoya8@adventure-works.com,"20,000",1,Bachelors,Clerical,Y
22570,MR.,JACKSON,YANG,07-08-1939,S,M,jackson0@adventure-works.com,"30,000",1,Bachelors,Clerical,Y
27387,MR.,NOAH,WASHINGTON,05-09-1939,S,M,noah10@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
28004,MRS.,ANDREA,EDWARDS,09-09-1939,M,F,andrea25@adventure-works.com,"60,000",3,Bachelors,Management,Y
25842,MR.,COLE,BROOKS,04-10-1939,M,M,cole2@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
23674,MR.,JEREMIAH,WALKER,05-10-1939,M,M,jeremiah11@adventure-works.com,"60,000",3,Graduate Degree,Management,N
16909,MRS.,CHLOE,WALKER,11-10-1939,M,F,chloe32@adventure-works.com,"90,000",5,Bachelors,Management,Y
22134,MR.,LEONARD,RAJI,11-10-1939,M,M,leonard23@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
28972,MRS.,TAYLOR,BENNETT,11-10-1939,S,F,taylor26@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
13155,MR.,JAY,GUTIERREZ,04-11-1939,M,M,jay40@adventure-works.com,"60,000",2,Graduate Degree,Management,Y
19734,MRS.,NATALIE,WEISMAN,06-11-1939,M,F,natalie80@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
26912,MRS.,DENISE,RODRIGUEZ,06-11-1939,S,F,denise20@adventure-works.com,"10,000",2,Bachelors,Clerical,N
24628,MR.,DAVID,WALKER,08-11-1939,S,M,david86@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
20384,MR.,LUIS,GONZALEZ,02-12-1939,M,M,luis41@adventure-works.com,"60,000",3,Graduate Degree,Management,N
25268,MR.,JAIME,ANDERSEN,02-12-1939,M,M,jaime35@adventure-works.com,"60,000",2,Graduate Degree,Management,N
12206,MRS.,SIERRA,PARKER,04-12-1939,M,F,sierra7@adventure-works.com,"90,000",5,Bachelors,Management,Y
21347,MRS.,ALISHA,RAJI,04-12-1939,S,F,alisha46@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
12556,MR.,MANUEL,KAPOOR,08-12-1939,M,M,manuel1@adventure-works.com,"10,000",2,Bachelors,Clerical,Y
23068,MR.,RYAN,SHAN,08-12-1939,M,M,ryan34@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
11328,MR.,JULIAN,GRIFFIN,01-01-1940,M,M,julian20@adventure-works.com,"90,000",5,Bachelors,Management,Y
12560,MRS.,MANDY,GAO,01-01-1940,M,F,mandy16@adventure-works.com,"20,000",1,Bachelors,Clerical,Y
14507,MR.,ERIC,WRIGHT,09-01-1940,M,M,eric60@adventure-works.com,"1,00,000",2,Graduate Degree,Management,Y
12559,MR.,EMMANUEL,LOPEZ,11-01-1940,M,M,emmanuel15@adventure-works.com,"20,000",1,Bachelors,Clerical,Y
19739,MR.,LUCAS,PERRY,02-02-1940,M,M,lucas57@adventure-works.com,"70,000",5,Graduate Degree,Management,Y
26189,MR.,PEDRO,SERRANO,04-02-1940,M,M,pedro37@adventure-works.com,"40,000",2,Bachelors,Management,N
21350,MRS.,MINDY,SHARMA,05-02-1940,M,F,mindy14@adventure-works.com,"70,000",5,Graduate Degree,Management,Y
24636,MRS.,ANNA,WARD,05-02-1940,M,F,anna17@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
13332,MR.,NEIL,ALONSO,10-03-1940,M,M,neil7@adventure-works.com,"90,000",5,Bachelors,Management,Y
14508,MRS.,MADISON,HALL,10-03-1940,M,F,madison24@adventure-works.com,"1,00,000",2,Graduate Degree,Management,Y
14553,MRS.,LEAH,MA,10-03-1940,M,F,leah12@adventure-works.com,"20,000",1,Bachelors,Clerical,Y
26463,MRS.,ALEXA,ROGERS,10-03-1940,S,F,alexa18@adventure-works.com,"60,000",3,Bachelors,Management,N
11327,MR.,JAIME,MORENO,03-04-1940,M,M,jaime48@adventure-works.com,"90,000",5,Bachelors,Management,Y
13492,MR.,CHRISTIAN,FOSTER,03-04-1940,M,M,christian3@adventure-works.com,"1,30,000",2,Bachelors,Management,Y
25701,MR.,FRANCISCO,GARCIA,06-04-1940,M,M,francisco16@adventure-works.com,"20,000",1,Bachelors,Clerical,Y
20388,MRS.,NATASHA,GILL,11-04-1940,M,F,natasha13@adventure-works.com,"70,000",5,Graduate Degree,Management,N
23070,MRS.,NATALIE,HALL,11-04-1940,M,F,natalie90@adventure-works.com,"70,000",5,Graduate Degree,Management,N
20389,MR.,LEE,ROMERO,02-05-1940,M,M,lee7@adventure-works.com,"70,000",5,Graduate Degree,Management,Y
17475,MR.,JACKSON,GREEN,04-05-1940,M,M,jackson45@adventure-works.com,"70,000",5,Graduate Degree,Management,Y
24634,MRS.,CRYSTAL,HE,04-05-1940,M,F,crystal19@adventure-works.com,"60,000",3,Bachelors,Management,Y
13156,MR.,BRADLEY,LAL,07-06-1940,M,M,bradley11@adventure-works.com,"30,000",2,Partial College,Clerical,N
14554,MR.,ISAAC,MITCHELL,07-06-1940,M,M,isaac33@adventure-works.com,"20,000",1,Bachelors,Clerical,Y
18877,MR.,EVAN,HALL,07-06-1940,M,M,evan47@adventure-works.com,"80,000",4,Graduate Degree,Management,Y
28975,MR.,WALTER,GILL,07-06-1940,M,M,walter7@adventure-works.com,"40,000",4,High School,Professional,Y
16011,MRS.,MARIA,MURPHY,09-06-1940,M,F,maria8@adventure-works.com,"1,30,000",2,Bachelors,Management,Y
11352,MR.,RAYMOND,RODRIGUEZ,03-07-1940,M,M,raymond20@adventure-works.com,"10,000",2,Partial College,Manual,Y
16912,MR.,DALTON,PATTERSON,03-07-1940,M,M,dalton56@adventure-works.com,"90,000",5,Bachelors,Management,N
12558,MRS.,AMANDA,EVANS,09-07-1940,M,F,amanda44@adventure-works.com,"20,000",1,Bachelors,Clerical,Y
16741,MR.,ALAN,XU,09-07-1940,M,M,alan15@adventure-works.com,"40,000",2,Bachelors,Management,N
12533,MR.,LUIS,WASHINGTON,11-07-1940,M,M,luis12@adventure-works.com,"1,70,000",1,Graduate Degree,Management,Y
22139,MR.,JAIME,PAL,05-08-1940,M,M,jaime34@adventure-works.com,"80,000",4,Bachelors,Management,Y
18331,MR.,JERRY,CHANDE,06-08-1940,M,M,jerry16@adventure-works.com,"30,000",2,Partial College,Clerical,N
23071,MRS.,HALEY,GONZALES,06-08-1940,M,F,haley36@adventure-works.com,"70,000",5,Graduate Degree,Management,N
26188,MR.,GEOFFREY,SARA,10-08-1940,M,M,geoffrey8@adventure-works.com,"40,000",2,Bachelors,Management,Y
18437,MRS.,ISABELLA,BUTLER,12-08-1940,M,F,isabella24@adventure-works.com,"70,000",5,Graduate Degree,Management,Y
20283,MRS.,KATIE,SHEN,12-08-1940,M,F,katie5@adventure-works.com,"40,000",2,Bachelors,Management,Y
14345,MRS.,KRISTI,RODRIGUEZ,02-09-1940,M,F,kristi37@adventure-works.com,"40,000",2,Bachelors,Management,N
28976,MRS.,CHRISTINA,PETERSON,02-09-1940,S,F,christina3@adventure-works.com,"60,000",3,Bachelors,Management,N
20975,MR.,JERRY,ANDERSEN,03-09-1940,M,M,jerry14@adventure-works.com,"20,000",1,Bachelors,Clerical,Y
26460,MRS.,GABRIELLA,COOK,03-09-1940,M,F,gabriella19@adventure-works.com,"60,000",3,Bachelors,Management,Y
15455,MRS.,DENISE,RAMAN,04-09-1940,S,F,denise13@adventure-works.com,"10,000",2,Partial College,Manual,Y
24943,MR.,DARRELL,CHANDER,07-09-1940,M,M,darrell5@adventure-works.com,"60,000",3,Bachelors,Management,Y
23678,MRS.,KELLY,DIAZ,09-09-1940,S,F,kelly26@adventure-works.com,"60,000",3,Bachelors,Management,Y
18767,MR.,GARY,ALONSO,12-10-1940,M,M,gary19@adventure-works.com,"40,000",2,Bachelors,Management,Y
24945,MR.,LOGAN,HARRIS,12-10-1940,M,M,logan65@adventure-works.com,"60,000",3,Bachelors,Management,Y
20392,MRS.,DESTINY,RAMIREZ,03-11-1940,M,F,destiny42@adventure-works.com,"80,000",4,Bachelors,Management,Y
22138,MRS.,ALEXANDRA,BROOKS,09-11-1940,M,F,alexandra21@adventure-works.com,"80,000",4,Graduate Degree,Management,Y
24944,MRS.,WHITNEY,GARCIA,09-11-1940,M,F,whitney14@adventure-works.com,"60,000",3,Bachelors,Management,Y
24946,MRS.,SARAH,HUGHES,12-11-1940,S,F,sarah36@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
18332,MR.,EMMANUEL,MALHOTRA,01-12-1940,M,M,emmanuel4@adventure-works.com,"30,000",2,Partial College,Clerical,N
20390,MR.,ROSS,RAMOS,02-12-1940,S,M,ross35@adventure-works.com,"70,000",5,Graduate Degree,Management,Y
22031,MR.,JORGE,CAI,08-12-1940,M,M,jorge24@adventure-works.com,"40,000",2,Bachelors,Management,Y
24502,MR.,DEB,PRICE,08-12-1940,M,M,deb7@adventure-works.com,"40,000",2,Bachelors,Management,Y
16742,MR.,MITCHELL,PAL,11-12-1940,M,M,mitchell11@adventure-works.com,"40,000",2,Bachelors,Management,N
16913,MR.,MARCUS,FLORES,11-12-1940,S,M,marcus62@adventure-works.com,"1,00,000",2,Graduate Degree,Management,Y
20387,MR.,JORDAN,ADAMS,11-12-1940,M,M,jordan70@adventure-works.com,"60,000",3,Graduate Degree,Management,N
25847,MRS.,DESTINY,BROWN,12-12-1940,M,F,destiny4@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
24948,MR.,NATHAN,CARTER,03-01-1941,M,M,nathan38@adventure-works.com,"50,000",3,Bachelors,Management,Y
14346,MRS.,EVELYN,PEREZ,06-01-1941,S,F,evelyn21@adventure-works.com,"40,000",2,Bachelors,Management,Y
20398,MRS.,JORDAN,COLLINS,06-01-1941,S,F,jordan31@adventure-works.com,"70,000",5,Graduate Degree,Management,Y
18442,MR.,MASON,HILL,03-02-1941,S,M,mason34@adventure-works.com,"70,000",5,Graduate Degree,Management,Y
16509,MRS.,VERONICA,SAI,05-02-1941,M,F,veronica6@adventure-works.com,"30,000",1,Bachelors,Clerical,Y
21358,MR.,CODY,REED,05-02-1941,M,M,cody20@adventure-works.com,"70,000",5,Graduate Degree,Management,Y
13655,MR.,CHRISTOPHER,WALKER,01-03-1941,M,M,christopher23@adventure-works.com,"1,00,000",2,Graduate Degree,Management,Y
17721,MRS.,CHERYL,ALAN,01-03-1941,M,F,cheryl10@adventure-works.com,"10,000",2,Partial College,Manual,Y
18882,MR.,DALTON,HAYES,08-03-1941,M,M,dalton68@adventure-works.com,"70,000",5,Graduate Degree,Management,N
19744,MRS.,TAMARA,CAI,08-03-1941,M,F,tamara10@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
24504,,EDDIE,NAVARRO,08-03-1941,M,NA,eddie10@adventure-works.com,"40,000",2,Bachelors,Management,N
25550,MRS.,KRISTA,MUNOZ,08-03-1941,M,F,krista8@adventure-works.com,"20,000",1,Partial College,Manual,Y
28477,MR.,KENNETH,TANG,09-03-1941,M,M,kenneth4@adventure-works.com,"30,000",1,Bachelors,Clerical,Y
23987,MRS.,DAWN,SHARMA,10-03-1941,M,F,dawn33@adventure-works.com,"30,000",1,Bachelors,Clerical,Y
15737,MR.,ALEXANDER,ROBINSON,04-04-1941,S,M,alexander22@adventure-works.com,"1,20,000",2,Graduate Degree,Management,Y
15832,MR.,MANUEL,MARTINEZ,04-04-1941,S,M,manuel16@adventure-works.com,"40,000",2,Bachelors,Management,Y
13511,MR.,ERNEST,LIU,05-04-1941,S,M,ernest4@adventure-works.com,"10,000",2,Partial College,Manual,Y
21357,MRS.,JADA,NELSON,05-04-1941,S,F,jada21@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
20976,MRS.,JACLYN,KUMAR,09-04-1941,M,F,jaclyn31@adventure-works.com,"10,000",2,Partial College,Manual,Y
28007,MR.,CLAYTON,YE,10-04-1941,M,M,clayton8@adventure-works.com,"50,000",3,Bachelors,Management,Y
18440,MR.,JOE,ASHE,11-04-1941,M,M,joe28@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
26464,MRS.,ALEXANDRIA,GRIFFIN,11-04-1941,S,F,alexandria21@adventure-works.com,"40,000",4,High School,Professional,N
21353,MRS.,KAREN,WU,01-05-1941,S,F,karen16@adventure-works.com,"50,000",4,Bachelors,Management,Y
23681,MR.,JORDAN,GONZALES,01-05-1941,S,M,jordan14@adventure-works.com,"50,000",4,Bachelors,Management,Y
13654,MR.,SHAWN,ANDERSEN,02-05-1941,M,M,shawn15@adventure-works.com,"1,00,000",2,Graduate Degree,Management,Y
24947,MR.,AARON,PHILLIPS,02-05-1941,S,M,aaron38@adventure-works.com,"40,000",4,High School,Professional,N
15417,MR.,ALVIN,LU,06-05-1941,S,M,alvin11@adventure-works.com,"70,000",5,Graduate Degree,Management,Y
26465,MRS.,ANDREA,EVANS,06-05-1941,S,F,andrea24@adventure-works.com,"50,000",3,Bachelors,Management,Y
23679,MR.,JACOB,HARRIS,11-05-1941,S,M,jacob12@adventure-works.com,"50,000",3,Bachelors,Management,Y
12036,MRS.,SUMMER,LOPEZ,02-06-1941,M,F,summer14@adventure-works.com,"40,000",2,Bachelors,Management,Y
22144,MR.,ZACHARY,WANG,02-06-1941,M,M,zachary23@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
12236,MRS.,KENDRA,GILL,06-06-1941,M,F,kendra13@adventure-works.com,"20,000",1,Partial College,Manual,Y
22145,MR.,EDUARDO,KELLY,06-06-1941,M,M,eduardo69@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
29449,MRS.,LAURA,CHEN,06-06-1941,S,F,laura9@adventure-works.com,"30,000",1,Bachelors,Clerical,Y
12362,MR.,THOMAS,HARRISON,07-06-1941,S,M,thomas25@adventure-works.com,"90,000",5,Bachelors,Management,Y
24639,MR.,IAN,MOORE,11-06-1941,M,M,ian9@adventure-works.com,"50,000",3,Bachelors,Management,Y
26469,MRS.,JOY,ALVAREZ,11-06-1941,S,F,joy5@adventure-works.com,"50,000",3,Bachelors,Management,N
28008,MRS.,JADA,BAKER,11-06-1941,S,F,jada26@adventure-works.com,"60,000",4,Bachelors,Management,N
18881,MRS.,KIMBERLY,JAMES,02-07-1941,M,F,kimberly11@adventure-works.com,"70,000",5,Graduate Degree,Management,Y
